Date;Région;Département;Type de ligne;Matériel;Coût par minute;Durée de communication;Coût de communication;Qualité de la communication
01/01/2023;Écosse;Marketing;Mobile;Samsung Galaxy;0,09;60;5,4;5
01/02/2021;Territoires;du;Fixe;Logicom Nova 350;0,09;45;4,05;3
01/02/2022;Michigan;Achats;VoIP;Thomson st3030;0,11;20;2,2;5
01/06/2021;Nouvelle-Aquitaine;R&D;Mobile;LG G4;0,1;25;2,5;5
01/08/2024;California;Marketing;Mobile;Samsung Galaxy;0,11;45;4,95;2
01/10/2023;Hauts-De-France;Direction;Mobile;Samsung Galaxy;0,19;120;11,55;15
01/01/2024;Arkansas;RH;Mobile;Samsung Galaxy;0,1;75;7,5;9
01/05/2022;Kentucky;R&D;Fixe;Alcatel Versatis;0,12;50;6;9
01/03/2023;New;Mexico;Mobile;Apple iPhone;0,1;40;4;7
01/10/2022;Pennsylvania;Ventes;Mobile;Apple iPhone;0,12;60;7,2;3
01/08/2024;Bourgogne-Franche-Comté;R&D;Fixe;Logicom Nova 350;0,09;65;5,85;7
01/12/2022;South;Dakota;Mobile;Samsung Galaxy;0,1;10;1;3
01/02/2022;Arkansas;Marketing;Mobile;Apple iPhone;0,1;10;1;7
01/09/2024;Indiana;R&D;Mobile;Samsung Galaxy;0,1;20;2;7
01/04/2023;South;Carolina;VoIP;Thomson st2030;0,11;5;0,55;9
01/02/2023;Nouvelle-Aquitaine;Direction;VoIP;Cisco SPA 303;0,12;70;8,4;4
01/09/2021;Saskatchewan;SI;Mobile;Samsung Galaxy;0,1;5;0,5;2
01/03/2023;Hauts-De-France;Production;Fixe;Logicom Nova 350;0,11;10;1,1;8
01/09/2024;Wisconsin;Production;VoIP;Thomson st3030;0,12;20;2,4;4
01/07/2023;Normandie;Direction;VoIP;Thomson st3030;0,1;45;4,5;2
01/08/2022;Washington;R&D;Mobile;LG G4;0,1;30;3;3
01/05/2023;Île-de-France;Juridique;VoIP;Thomson st2030;0,12;20;2,4;8
01/03/2021;Nouvelle-Aquitaine;Production;Mobile;LG G4;0,12;15;1,8;3
01/12/2021;Maine;Ventes;Fixe;Alcatel Versatis;0,09;35;3,15;9
01/01/2023;Provence-Alpes-Côte;d'Azur;Mobile;Apple iPhone;0,12;35;4,2;4
01/10/2023;Wyoming;Ventes;Fixe;Logicom Nova 350;0,1;70;7;9
01/04/2024;Virginia;SI;Fixe;Alcatel Versatis;0,11;25;2,75;6
01/01/2022;Nebraska;Production;VoIP;Cisco SPA 303;0,1;60;6;3
01/06/2021;Nouveau-Brunswick;Production;Fixe;Siemens Gigaset a400;0,11;10;1,1;8
01/10/2021;Florida;Finance;VoIP;Thomson st2030;0,09;60;5,4;5
01/03/2022;Michigan;Juridique;VoIP;Thomson st3030;0,11;55;6,05;3
01/05/2023;Washington;SI;Mobile;Samsung Galaxy;0,11;45;4,95;3
01/11/2022;Alabama;Direction;Fixe;Siemens Gigaset a400;0,11;5;0,55;10
01/04/2022;Arkansas;Ventes;VoIP;Cisco SPA 303;0,12;55;6,6;4
01/10/2022;Bretagne;RH;VoIP;Cisco SPA 303;0,2;95;8,95;11
01/09/2022;Iowa;Juridique;Mobile;LG G4;0,11;50;5,5;10
01/06/2022;Hawaii;SI;Mobile;Apple iPhone;0,09;40;3,6;3
01/01/2023;Pennsylvania;Finance;Mobile;Apple iPhone;0,12;20;2,4;8
01/05/2022;Maryland;RH;VoIP;Thomson st2030;0,09;10;0,9;5
01/03/2022;Utah;SI;Mobile;Samsung Galaxy;0,09;10;0,9;3
01/01/2023;Mississippi;Direction;Mobile;LG G4;0,09;60;5,4;5
01/07/2022;North;Dakota;Fixe;Alcatel Versatis;0,09;30;2,7;7
01/10/2021;Rhode;Island;Fixe;Siemens Gigaset a400;0,09;55;4,95;7
01/04/2023;Arizona;SI;Fixe;Alcatel Versatis;0,09;25;2,25;5
01/02/2023;South;Carolina;Mobile;Samsung Galaxy;0,12;35;4,2;3
01/02/2023;New;Mexico;VoIP;Thomson st3030;0,1;20;2;4
01/07/2024;Ohio;RH;Mobile;LG G4;0,09;10;0,9;2
01/05/2023;North;Dakota;VoIP;Thomson st3030;0,11;30;3,3;7
01/04/2022;Pays;de;VoIP;Cisco SPA 303;0,1;55;5,5;6
01/09/2021;Terre-Neuve-et-Labrador;Achats;Mobile;LG G4;0,1;70;7;2
01/06/2022;Québec;Juridique;Fixe;Alcatel Versatis;0,11;15;1,65;7
01/09/2023;Oklahoma;R&D;Fixe;Logicom Nova 350;0,11;25;2,75;6
01/10/2024;Washington;Achats;Mobile;Samsung Galaxy;0,12;65;7,8;4
01/09/2021;Bretagne;Achats;Fixe;Logicom Nova 350;0,1;40;4;9
01/08/2021;Oregon;Direction;VoIP;Thomson st3030;0,11;35;3,85;7
01/02/2022;New;Mexico;Mobile;Apple iPhone;0,1;25;2,5;4
01/11/2021;Provence-Alpes-Côte;d'Azur;Mobile;Samsung Galaxy;0,09;45;4,05;5
01/07/2024;Pennsylvania;Juridique;VoIP;Thomson st2030;0,12;55;6,6;3
01/07/2021;Alberta;Juridique;VoIP;Cisco SPA 303;0,11;15;1,65;8
01/09/2022;Rhode;Island;Fixe;Logicom Nova 350;0,11;65;7,15;8
01/11/2021;Arkansas;Marketing;Mobile;LG G4;0,09;75;6,75;4
01/10/2022;Manitoba;Juridique;Fixe;Logicom Nova 350;0,11;25;2,75;6
01/09/2022;Missouri;Production;VoIP;Thomson st3030;0,1;45;4,5;9
01/04/2022;Manitoba;SI;Mobile;Samsung Galaxy;0,11;10;1,1;8
01/11/2021;Normandie;Finance;VoIP;Thomson st2030;0,11;20;2,2;10
01/11/2022;Florida;Marketing;Mobile;Apple iPhone;0,09;75;6,75;9
01/06/2021;Louisiana;SI;Mobile;LG G4;0,09;20;1,8;2
01/05/2024;Hawaii;Production;Fixe;Alcatel Versatis;0,12;10;1,2;9
01/12/2021;Terre-Neuve-et-Labrador;Achats;Mobile;Samsung Galaxy;0,12;55;6,6;9
01/04/2024;Centre-Val;de;Mobile;Samsung Galaxy;0,11;25;2,75;2
01/08/2021;Arizona;SI;Mobile;Samsung Galaxy;0,12;65;7,8;5
01/11/2024;Mississippi;SI;Fixe;Siemens Gigaset a400;0,09;55;4,95;2
01/11/2023;Yukon;Juridique;Mobile;LG G4;0,11;70;7,7;6
01/05/2022;New;Jersey;VoIP;Thomson st2030;0,11;70;7,7;6
01/12/2021;Maine;R&D;VoIP;Thomson st2030;0,12;5;0,6;5
01/12/2022;Normandie;RH;VoIP;Thomson st3030;0,09;20;1,8;10
01/06/2023;Indiana;Finance;VoIP;Thomson st3030;0,11;55;6,05;8
01/09/2024;Québec;Production;Fixe;Alcatel Versatis;0,1;10;1;6
01/10/2024;Hauts-De-France;Direction;Fixe;Siemens Gigaset a400;0,12;40;4,8;4
01/09/2023;New;Hampshire;Mobile;LG G4;0,11;65;7,15;3
01/05/2024;Oregon;RH;VoIP;Thomson st2030;0,12;70;8,4;4
01/03/2021;Oklahoma;Direction;Fixe;Logicom Nova 350;0,11;25;2,75;2
01/06/2022;Arkansas;Ventes;Mobile;Samsung Galaxy;0,1;20;2;8
01/09/2023;Yukon;Production;Mobile;Samsung Galaxy;0,09;15;1,35;5
01/09/2022;Connecticut;Finance;Fixe;Siemens Gigaset a400;0,11;65;7,15;8
01/11/2022;Écosse;Production;Mobile;Apple iPhone;0,1;65;6,5;4
01/10/2021;Île-du-Prince-Édouard;Direction;Mobile;LG G4;0,1;25;2,5;8
01/01/2022;New;Jersey;VoIP;Thomson st3030;0,11;45;4,95;9
01/08/2024;Ontario;RH;VoIP;Thomson st2030;0,1;35;3,5;6
01/08/2022;Occitanie;Finance;VoIP;Thomson st3030;0,09;40;3,6;3
01/11/2023;Nouvelle-Aquitaine;RH;Mobile;LG G4;0,12;55;6,6;3
01/10/2024;California;Achats;Mobile;Apple iPhone;0,09;25;2,25;9
01/04/2021;Ontario;R&D;Mobile;Samsung Galaxy;0,1;50;5;10
01/01/2023;New;York;VoIP;Cisco SPA 303;0,1;10;1;8
01/07/2021;Bourgogne-Franche-Comté;Finance;Mobile;Apple iPhone;0,1;25;2,5;2
01/07/2024;Rhode;Island;VoIP;Cisco SPA 303;0,09;5;0,45;3
01/05/2023;New;Hampshire;Mobile;Apple iPhone;0,12;5;0,6;4
01/08/2021;Virginia;Production;Fixe;Alcatel Versatis;0,09;20;1,8;10
01/03/2024;Texas;Production;VoIP;Thomson st2030;0,1;45;4,5;7
01/07/2021;Wyoming;R&D;Fixe;Alcatel Versatis;0,1;45;4,5;2
01/12/2022;West;Virginia;Fixe;Alcatel Versatis;0,12;40;4,8;4
01/09/2021;Nouvelle-Aquitaine;SI;Fixe;Logicom Nova 350;0,09;20;1,8;5
01/10/2024;Écosse;Finance;Fixe;Logicom Nova 350;0,1;75;7,5;3
01/07/2023;Washington;SI;VoIP;Cisco SPA 303;0,09;35;3,15;3
01/07/2024;Rhode;Island;Mobile;Samsung Galaxy;0,12;50;6;8
01/11/2021;Montana;SI;Fixe;Logicom Nova 350;0,12;25;3;10
01/04/2024;Ontario;R&D;VoIP;Cisco SPA 303;0,19;95;8,9;20
01/03/2021;Pays;de;VoIP;Cisco SPA 303;0,09;50;4,5;7
01/02/2021;Occitanie;Achats;VoIP;Thomson st3030;0,12;10;1,2;10
01/10/2023;Kentucky;Achats;Fixe;Logicom Nova 350;0,11;70;7,7;6
01/03/2021;Nouveau-Brunswick;Marketing;VoIP;Cisco SPA 303;0,09;20;1,8;10
01/10/2021;Bourgogne-Franche-Comté;Direction;Mobile;Apple iPhone;0,12;25;3;4
01/06/2021;Kentucky;Production;Mobile;Samsung Galaxy;0,1;40;4;3
01/11/2023;Indiana;Production;Fixe;Siemens Gigaset a400;0,09;10;0,9;10
01/02/2023;West;Virginia;Mobile;Samsung Galaxy;0,11;55;6,05;4
01/09/2023;Arkansas;Juridique;VoIP;Thomson st3030;0,1;70;7;2
01/04/2023;Arizona;Ventes;Mobile;LG G4;0,12;75;9;8
01/06/2023;Maryland;SI;Fixe;Alcatel Versatis;0,12;10;1,2;10
01/10/2023;Nouvelle-Écosse;Production;VoIP;Thomson st3030;0,09;25;2,25;8
01/01/2021;Irlande;du;Fixe;Logicom Nova 350;0,1;20;2;5
01/04/2021;Delaware;R&D;Fixe;Alcatel Versatis;0,12;20;2,4;4
01/01/2022;Vermont;SI;VoIP;Thomson st2030;0,11;65;7,15;4
01/11/2024;Virginia;Achats;VoIP;Thomson st3030;0,09;55;4,95;3
01/07/2022;Grand;Est;Fixe;Logicom Nova 350;0,1;10;1;10
01/04/2021;Occitanie;Marketing;Fixe;Alcatel Versatis;0,09;25;2,25;10
01/12/2023;Idaho;Finance;Fixe;Logicom Nova 350;0,12;40;4,8;9
01/05/2022;Arizona;Ventes;VoIP;Thomson st3030;0,12;25;3;5
01/02/2022;Iowa;R&D;Mobile;Apple iPhone;0,11;70;7,7;4
01/12/2023;Alaska;SI;Mobile;LG G4;0,11;30;3,3;7
01/11/2024;Vermont;Juridique;VoIP;Cisco SPA 303;0,11;55;6,05;4
01/12/2023;Missouri;Direction;VoIP;Thomson st3030;0,11;20;2,2;8
01/09/2022;North;Carolina;Mobile;Apple iPhone;0,09;70;6,3;10
01/04/2022;Wyoming;Production;Mobile;Apple iPhone;0,09;40;3,6;5
01/02/2023;Territoires;du;Mobile;LG G4;0,11;65;7,15;4
01/12/2021;Maine;SI;VoIP;Thomson st2030;0,12;25;3;2
01/07/2022;Grand;Est;VoIP;Thomson st2030;0,11;60;6,6;8
01/04/2022;South;Carolina;Fixe;Alcatel Versatis;0,1;70;7;9
01/01/2022;Ohio;R&D;VoIP;Thomson st3030;0,12;40;4,8;7
01/11/2021;Saskatchewan;Finance;Mobile;LG G4;0,12;70;8,4;2
01/10/2024;Hauts-De-France;Production;VoIP;Cisco SPA 303;0,09;20;1,8;8
01/06/2021;Écosse;Marketing;VoIP;Thomson st3030;0,12;75;9;9
01/08/2022;Bourgogne-Franche-Comté;Juridique;Fixe;Siemens Gigaset a400;0,1;5;0,5;4
01/05/2024;Arkansas;R&D;VoIP;Thomson st3030;0,09;15;1,35;3
01/02/2024;Occitanie;RH;Mobile;Apple iPhone;0,11;15;1,65;7
01/09/2023;Arkansas;R&D;Mobile;LG G4;0,1;25;2,5;10
01/08/2023;Florida;Production;VoIP;Thomson st3030;0,12;15;1,8;9
01/01/2022;Centre-Val;de;Fixe;Logicom Nova 350;0,12;75;9;10
01/01/2021;Hawaii;Juridique;Mobile;Samsung Galaxy;0,12;30;3,6;8
01/08/2022;Georgia;Achats;VoIP;Cisco SPA 303;0,11;75;8,25;10
01/07/2023;Oregon;Production;Fixe;Alcatel Versatis;0,09;65;5,85;2
01/01/2023;Florida;Juridique;Mobile;Samsung Galaxy;0,12;70;8,4;2
01/10/2023;New;York;Mobile;Apple iPhone;0,09;15;1,35;5
01/07/2021;Georgia;SI;Mobile;LG G4;0,11;10;1,1;9
01/04/2021;Nouveau-Brunswick;Juridique;VoIP;Thomson st2030;0,11;40;4,4;9
01/09/2023;South;Dakota;VoIP;Thomson st3030;0,09;40;3,6;10
01/10/2021;Bourgogne-Franche-Comté;Marketing;Fixe;Alcatel Versatis;0,1;30;3;4
01/12/2021;Occitanie;RH;Fixe;Alcatel Versatis;0,1;40;4;4
01/08/2021;Washington;Ventes;VoIP;Thomson st2030;0,11;60;6,6;7
01/12/2022;Montana;Achats;Mobile;Apple iPhone;0,11;10;1,1;6
01/04/2022;Oregon;Marketing;Fixe;Logicom Nova 350;0,09;70;6,3;2
01/03/2022;Auvergne-Rhône-Alpes;Juridique;Fixe;Logicom Nova 350;0,09;70;6,3;8
01/02/2021;Saskatchewan;Achats;Fixe;Alcatel Versatis;0,1;55;5,5;8
01/12/2022;South;Carolina;Fixe;Logicom Nova 350;0,1;15;1,5;4
01/03/2024;Kansas;Ventes;VoIP;Thomson st2030;0,12;10;1,2;9
01/03/2022;Auvergne-Rhône-Alpes;RH;Mobile;Apple iPhone;0,1;20;2;7
01/12/2022;Tennessee;RH;Mobile;LG G4;0,1;25;2,5;9
01/06/2023;Angleterre;Achats;VoIP;Cisco SPA 303;0,12;15;1,8;6
01/08/2022;South;Dakota;VoIP;Thomson st2030;0,11;45;4,95;9
01/02/2024;Québec;R&D;VoIP;Thomson st3030;0,09;5;0,45;3
01/01/2023;Mississippi;Production;Fixe;Siemens Gigaset a400;0,1;10;1;6
01/09/2023;California;Production;Mobile;Apple iPhone;0,12;75;9;7
01/06/2023;Florida;Direction;Mobile;LG G4;0,12;75;9;5
01/09/2021;North;Dakota;Mobile;Samsung Galaxy;0,1;15;1,5;6
01/05/2024;Manitoba;Finance;VoIP;Thomson st3030;0,1;20;2;4
01/03/2024;Florida;R&D;Fixe;Siemens Gigaset a400;0,11;45;4,95;7
01/07/2022;Nebraska;Achats;Mobile;Samsung Galaxy;0,12;35;4,2;3
01/08/2023;Louisiana;Juridique;VoIP;Thomson st3030;0,1;20;2;2
01/09/2022;Rhode;Island;Fixe;Siemens Gigaset a400;0,12;70;8,4;6
01/06/2021;Ontario;Production;Mobile;Samsung Galaxy;0,09;65;5,85;7
01/05/2023;Auvergne-Rhône-Alpes;Finance;VoIP;Thomson st3030;0,1;75;7,5;9
01/10/2024;Corse;Production;VoIP;Thomson st3030;0,11;70;7,7;3
01/02/2023;Virginia;R&D;VoIP;Thomson st3030;0,12;45;5,4;4
01/11/2023;Montana;SI;Fixe;Siemens Gigaset a400;0,11;20;2,2;6
01/03/2023;Virginia;R&D;Fixe;Alcatel Versatis;0,1;35;3,5;9
01/09/2022;Colorado;Achats;Mobile;LG G4;0,09;5;0,45;6
01/08/2023;Yukon;SI;Mobile;Samsung Galaxy;0,12;15;1,8;5
01/03/2024;Hauts-De-France;Achats;Mobile;Apple iPhone;0,11;30;3,3;2
01/11/2023;Occitanie;Achats;Fixe;Logicom Nova 350;0,12;70;8,4;3
01/07/2023;Colombie-Britannique;Achats;VoIP;Thomson st2030;0,09;75;6,75;2
01/05/2024;Tennessee;SI;VoIP;Cisco SPA 303;0,11;45;4,95;2
01/09/2022;Nebraska;Ventes;VoIP;Thomson st3030;0,1;55;5,5;10
01/07/2022;Nouvelle-Aquitaine;SI;Mobile;Samsung Galaxy;0,12;15;1,8;5
01/10/2021;Colombie-Britannique;Achats;VoIP;Thomson st2030;0,12;40;4,8;6
01/04/2023;Louisiana;SI;Fixe;Siemens Gigaset a400;0,12;20;2,4;6
01/10/2022;Montana;Ventes;Mobile;LG G4;0,12;55;6,6;10
01/12/2022;Arizona;Finance;Fixe;Siemens Gigaset a400;0,09;55;4,95;3
01/04/2024;Auvergne-Rhône-Alpes;Production;Mobile;Samsung Galaxy;0,09;35;3,15;8
01/07/2021;Wisconsin;Marketing;VoIP;Cisco SPA 303;0,1;10;1;3
01/03/2021;Illinois;R&D;VoIP;Thomson st3030;0,12;30;3,6;6
01/08/2024;Mississippi;Finance;Fixe;Alcatel Versatis;0,09;35;3,15;2
01/08/2023;North;Carolina;Fixe;Logicom Nova 350;0,11;60;6,6;3
01/01/2023;Île-de-France;Production;Fixe;Logicom Nova 350;0,1;40;4;9
01/04/2024;Louisiana;R&D;Mobile;Apple iPhone;0,09;60;5,4;2
01/06/2024;Arkansas;Direction;Fixe;Siemens Gigaset a400;0,12;5;0,6;6
01/09/2023;Missouri;Production;Mobile;Apple iPhone;0,12;35;4,2;10
01/06/2022;Île-du-Prince-Édouard;Finance;Mobile;LG G4;0,11;40;4,4;8
01/01/2023;South;Dakota;Mobile;LG G4;0,12;45;5,4;8
01/04/2022;Nebraska;Achats;VoIP;Cisco SPA 303;0,09;20;1,8;9
01/04/2023;Arizona;Achats;Mobile;Apple iPhone;0,1;50;5;7
01/12/2024;Centre-Val;de;Mobile;Apple iPhone;0,09;60;5,4;9
01/09/2024;Delaware;RH;Mobile;LG G4;0,11;55;6,05;10
01/01/2023;Arkansas;Production;VoIP;Cisco SPA 303;0,12;60;7,2;3
01/02/2024;Virginia;Achats;Fixe;Alcatel Versatis;0,11;35;3,85;3
01/10/2023;Ohio;Finance;Fixe;Alcatel Versatis;0,09;35;3,15;6
01/09/2024;Kansas;Direction;Fixe;Siemens Gigaset a400;0,11;75;8,25;4
01/06/2023;Colombie-Britannique;Finance;VoIP;Cisco SPA 303;0,09;10;0,9;5
01/06/2021;Nunavut;Production;Fixe;Alcatel Versatis;0,1;5;0,5;5
01/05/2023;Montana;RH;Fixe;Logicom Nova 350;0,09;25;2,25;3
01/11/2024;Washington;Production;VoIP;Thomson st3030;0,09;60;5,4;3
01/04/2023;Auvergne-Rhône-Alpes;Production;VoIP;Thomson st2030;0,12;50;6;2
01/01/2023;Pays;de;Fixe;Siemens Gigaset a400;0,1;50;5;9
01/02/2021;Nouvelle-Aquitaine;Juridique;Fixe;Logicom Nova 350;0,11;30;3,3;5
01/07/2021;Maryland;R&D;VoIP;Cisco SPA 303;0,11;35;3,85;4
01/12/2023;Nouvelle-Aquitaine;Marketing;Mobile;Apple iPhone;0,11;40;4,4;2
01/04/2023;Pays;de;Mobile;Samsung Galaxy;0,12;40;4,8;5
01/05/2023;New;Jersey;VoIP;Cisco SPA 303;0,11;5;0,55;5
01/01/2021;Vermont;Production;VoIP;Thomson st2030;0,09;35;3,15;2
01/10/2022;Wyoming;Achats;Mobile;LG G4;0,1;55;5,5;8
01/11/2022;Nouveau-Brunswick;Marketing;VoIP;Cisco SPA 303;0,09;65;5,85;8
01/02/2024;Nunavut;SI;Fixe;Siemens Gigaset a400;0,1;30;3;7
01/11/2021;Georgia;Ventes;VoIP;Cisco SPA 303;0,12;50;6;10
01/04/2024;Bourgogne-Franche-Comté;R&D;Fixe;Logicom Nova 350;0,1;40;4;9
01/02/2022;Oregon;Achats;Mobile;Samsung Galaxy;0,1;20;2;8
01/05/2023;Québec;Production;Fixe;Logicom Nova 350;0,12;75;9;6
01/03/2023;Normandie;Ventes;VoIP;Thomson st3030;0,11;5;0,55;10
01/01/2024;Nouveau-Brunswick;Juridique;Fixe;Logicom Nova 350;0,09;35;3,15;4
01/04/2023;Corse;Production;Fixe;Alcatel Versatis;0,1;10;1;6
01/11/2023;Pays;de;Mobile;Apple iPhone;0,09;60;5,4;7
01/12/2023;Normandie;Juridique;Fixe;Siemens Gigaset a400;0,1;15;1,5;6
01/08/2021;Massachusetts;Achats;Fixe;Logicom Nova 350;0,12;60;7,2;6
01/08/2022;Texas;Direction;VoIP;Thomson st3030;0,09;35;3,15;6
01/06/2022;Oklahoma;Achats;Fixe;Siemens Gigaset a400;0,11;25;2,75;4
01/08/2021;West;Virginia;Fixe;Logicom Nova 350;0,11;60;6,6;4
01/06/2024;Minnesota;Juridique;Fixe;Alcatel Versatis;0,09;5;0,45;10
01/09/2024;Louisiana;RH;Fixe;Logicom Nova 350;0,12;30;3,6;8
01/03/2022;Alberta;Achats;Mobile;LG G4;0,12;55;6,6;4
01/08/2024;Pays;de;Fixe;Siemens Gigaset a400;0,09;50;4,5;3
01/05/2021;Colombie-Britannique;Ventes;Fixe;Logicom Nova 350;0,12;30;3,6;7
01/07/2021;Grand;Est;Fixe;Logicom Nova 350;0,11;30;3,3;5
01/09/2021;Ontario;Juridique;Mobile;LG G4;0,12;55;6,6;3
01/03/2024;Texas;R&D;VoIP;Cisco SPA 303;0,12;50;6;2
01/02/2022;Bourgogne-Franche-Comté;Direction;Mobile;LG G4;0,09;60;5,4;10
01/04/2024;Normandie;R&D;Fixe;Logicom Nova 350;0,1;75;7,5;9
01/11/2023;Nebraska;SI;Mobile;Samsung Galaxy;0,09;15;1,35;9
01/03/2021;Nouvelle-Aquitaine;Direction;Fixe;Logicom Nova 350;0,1;35;3,5;8
01/02/2021;Georgia;Marketing;VoIP;Thomson st3030;0,12;45;5,4;6
01/04/2021;Nouvelle-Aquitaine;R&D;Mobile;LG G4;0,11;5;0,55;8
01/09/2024;Rhode;Island;Fixe;Alcatel Versatis;0,09;55;4,95;10
01/11/2022;New;Mexico;Mobile;Samsung Galaxy;0,1;60;6;3
01/02/2021;Grand;Est;Fixe;Siemens Gigaset a400;0,11;55;6,05;4
01/03/2023;Nouvelle-Aquitaine;RH;Mobile;Samsung Galaxy;0,1;15;1,5;8
01/05/2022;Occitanie;Marketing;Fixe;Logicom Nova 350;0,12;10;1,2;9
01/07/2023;Louisiana;Ventes;Fixe;Alcatel Versatis;0,12;5;0,6;7
01/09/2024;Occitanie;R&D;Mobile;LG G4;0,09;70;6,3;10
01/03/2024;Auvergne-Rhône-Alpes;R&D;VoIP;Cisco SPA 303;0,12;5;0,6;7
01/04/2022;Saskatchewan;Achats;Fixe;Siemens Gigaset a400;0,09;20;1,8;9
01/04/2022;Vermont;SI;Mobile;Samsung Galaxy;0,09;30;2,7;3
01/10/2021;Provence-Alpes-Côte;d'Azur;Mobile;Samsung Galaxy;0,1;55;5,5;9
01/08/2022;Manitoba;Marketing;Fixe;Alcatel Versatis;0,11;75;8,25;5
01/01/2022;West;Virginia;VoIP;Thomson st3030;0,09;60;5,4;4
01/04/2022;Écosse;Finance;Mobile;LG G4;0,1;10;1;6
01/03/2024;Corse;Finance;VoIP;Cisco SPA 303;0,11;15;1,65;9
01/02/2021;Alabama;R&D;Fixe;Alcatel Versatis;0,12;55;6,6;10
01/02/2022;Vermont;Finance;Mobile;Samsung Galaxy;0,1;50;5;7
01/02/2021;North;Carolina;Mobile;Apple iPhone;0,1;25;2,5;7
01/10/2024;Manitoba;Direction;Mobile;Samsung Galaxy;0,11;45;4,95;4
01/03/2021;Corse;Marketing;Fixe;Logicom Nova 350;0,1;35;3,5;9
01/12/2024;Tennessee;Marketing;Mobile;Samsung Galaxy;0,1;5;0,5;5
01/06/2022;South;Carolina;VoIP;Thomson st3030;0,12;45;5,4;7
01/01/2022;Manitoba;Finance;VoIP;Thomson st2030;0,1;60;6;10
01/08/2022;Kansas;Achats;Mobile;Samsung Galaxy;0,09;5;0,45;9
01/08/2024;Wisconsin;RH;VoIP;Thomson st3030;0,12;60;7,2;7
01/11/2021;Provence-Alpes-Côte;d'Azur;Fixe;Siemens Gigaset a400;0,11;5;0,55;5
01/12/2021;Hauts-De-France;RH;Mobile;Samsung Galaxy;0,11;30;3,3;8
01/05/2021;Hauts-De-France;RH;Mobile;Apple iPhone;0,1;30;3;3
01/02/2021;Ohio;Juridique;Fixe;Logicom Nova 350;0,11;15;1,65;9
01/08/2024;South;Carolina;Mobile;LG G4;0,09;70;6,3;9
01/07/2022;Ontario;Ventes;Mobile;Samsung Galaxy;0,1;60;6;10
01/07/2024;Nouvelle-Écosse;Marketing;VoIP;Thomson st3030;0,1;50;5;5
01/10/2023;Nebraska;R&D;Mobile;Samsung Galaxy;0,2;60;6,1;16
01/01/2022;Bourgogne-Franche-Comté;Direction;VoIP;Thomson st2030;0,1;75;7,5;10
01/02/2021;Angleterre;Direction;Mobile;LG G4;0,09;65;5,85;4
01/04/2021;New;Hampshire;Mobile;Apple iPhone;0,12;60;7,2;10
01/06/2022;Occitanie;Achats;VoIP;Cisco SPA 303;0,12;45;5,4;8
01/01/2022;Louisiana;Direction;Fixe;Logicom Nova 350;0,09;35;3,15;9
01/12/2024;Grand;Est;Mobile;Samsung Galaxy;0,11;25;2,75;7
01/07/2022;New;Hampshire;Fixe;Alcatel Versatis;0,1;45;4,5;7
01/07/2021;Hauts-De-France;Ventes;VoIP;Thomson st3030;0,12;15;1,8;10
01/01/2021;Wisconsin;Direction;VoIP;Thomson st2030;0,12;55;6,6;3
01/02/2021;Occitanie;Juridique;Mobile;Samsung Galaxy;0,11;75;8,25;8
01/12/2022;Minnesota;Ventes;VoIP;Thomson st2030;0,11;65;7,15;2
01/05/2022;Auvergne-Rhône-Alpes;Juridique;VoIP;Thomson st2030;0,09;10;0,9;10
01/08/2022;Florida;RH;VoIP;Cisco SPA 303;0,09;65;5,85;2
01/02/2021;Kentucky;Production;Mobile;Apple iPhone;0,12;20;2,4;7
01/12/2021;Auvergne-Rhône-Alpes;Achats;VoIP;Cisco SPA 303;0,11;60;6,6;5
01/11/2022;Hawaii;SI;VoIP;Cisco SPA 303;0,11;20;2,2;7
01/10/2024;Territoires;du;VoIP;Thomson st3030;0,12;65;7,8;5
01/11/2022;Saskatchewan;Ventes;Fixe;Logicom Nova 350;0,1;10;1;4
01/09/2023;Mississippi;Achats;Mobile;LG G4;0,1;25;2,5;2
01/04/2023;Maryland;Marketing;Fixe;Siemens Gigaset a400;0,11;25;2,75;3
01/08/2021;Rhode;Island;VoIP;Thomson st3030;0,11;25;2,75;9
01/06/2021;Kansas;Finance;VoIP;Thomson st2030;0,1;75;7,5;7
01/04/2024;Colorado;Finance;Fixe;Alcatel Versatis;0,12;40;4,8;6
01/06/2022;Minnesota;Production;Fixe;Logicom Nova 350;0,1;65;6,5;4
01/09/2022;Occitanie;Marketing;VoIP;Cisco SPA 303;0,1;75;7,5;8
01/09/2023;West;Virginia;Mobile;LG G4;0,1;50;5;5
01/11/2024;Nouvelle-Écosse;Ventes;Mobile;Apple iPhone;0,09;40;3,6;6
01/08/2024;Grand;Est;Mobile;Apple iPhone;0,1;75;7,5;3
01/09/2023;Île-du-Prince-Édouard;SI;Mobile;Apple iPhone;0,11;25;2,75;9
01/11/2022;Territoires;du;Fixe;Siemens Gigaset a400;0,12;50;6;8
01/05/2023;Missouri;Production;VoIP;Cisco SPA 303;0,11;10;1,1;7
01/04/2024;Missouri;SI;Fixe;Alcatel Versatis;0,11;15;1,65;4
01/04/2021;Normandie;Marketing;VoIP;Thomson st2030;0,12;70;8,4;4
01/08/2021;Nevada;Production;VoIP;Cisco SPA 303;0,1;20;2;5
01/12/2021;Connecticut;Juridique;VoIP;Thomson st2030;0,1;25;2,5;9
